fias_id,address,porch,lat,lon,azimuth
1ca65661-1765-4302-9add-5a9c9e48b21e,"Челябинск, пр-кт. Ленина, д. 83 А",2,55.158732337553,61.372317204426,87
1ca65661-1765-4302-9add-5a9c9e48b21e,"Челябинск, пр-кт. Ленина, д. 83 А",1,55.158502169379,61.37233561989,87
6b936ba1-bf94-4ae4-9773-a15dd70386c0,"Челябинск, ул. Энгельса, д. 44 В",1,55.153974400154,61.380310862982,359
257c6df9-a286-43d8-98cb-db0e1bca437f,"Челябинск, ул. Сони Кривой, д. 49 А",6,55.157346936448,61.385485159019,87
257c6df9-a286-43d8-98cb-db0e1bca437f,"Челябинск, ул. Сони Кривой, д. 49 А",5,55.15722709068,61.385495489644,87
257c6df9-a286-43d8-98cb-db0e1bca437f,"Челябинск, ул. Сони Кривой, д. 49 А",4,55.157111873807,61.385505371112,87
257c6df9-a286-43d8-98cb-db0e1bca437f,"Челябинск, ул. Сони Кривой, д. 49 А",3,55.156984569061,61.385516150896,87
257c6df9-a286-43d8-98cb-db0e1bca437f,"Челябинск, ул. Сони Кривой, д. 49 А",2,55.156866522477,61.385526481522,87
257c6df9-a286-43d8-98cb-db0e1bca437f,"Челябинск, ул. Сони Кривой, д. 49 А",1,55.156750790191,61.38553636299,87
22aaa063-6a55-4819-bf46-6cd4cfc68f2f,"Челябинск, ул. Чичерина, д. 30",9,55.179914440191,61.292635291252,323
22aaa063-6a55-4819-bf46-6cd4cfc68f2f,"Челябинск, ул. Чичерина, д. 30",8,55.180070973099,61.292482577654,233
22aaa063-6a55-4819-bf46-6cd4cfc68f2f,"Челябинск, ул. Чичерина, д. 30",7,55.180239585853,61.292259346306,232
22aaa063-6a55-4819-bf46-6cd4cfc68f2f,"Челябинск, ул. Чичерина, д. 30",6,55.180398173719,61.292046445583,233
22aaa063-6a55-4819-bf46-6cd4cfc68f2f,"Челябинск, ул. Чичерина, д. 30",5,55.180549050079,61.291792222358,233
22aaa063-6a55-4819-bf46-6cd4cfc68f2f,"Челябинск, ул. Чичерина, д. 30",4,55.180705837511,61.29157842332,233
22aaa063-6a55-4819-bf46-6cd4cfc68f2f,"Челябинск, ул. Чичерина, д. 30",3,55.180888069994,61.291398760263,232
22aaa063-6a55-4819-bf46-6cd4cfc68f2f,"Челябинск, ул. Чичерина, д. 30",2,55.18104716932,61.291188105329,233
22aaa063-6a55-4819-bf46-6cd4cfc68f2f,"Челябинск, ул. Чичерина, д. 30",1,55.18116899939,61.291021467844,232
5ef901cd-151f-465f-adac-4d82ef440dc1,"Челябинск, ул. Арзамасская 3-я, д. 13",7,55.187125622225,61.456465990351,112
5ef901cd-151f-465f-adac-4d82ef440dc1,"Челябинск, ул. Арзамасская 3-я, д. 13",6,55.187002782497,61.456379752084,112
5ef901cd-151f-465f-adac-4d82ef440dc1,"Челябинск, ул. Арзамасская 3-я, д. 13",5,55.18684447802,61.456265216885,112
5ef901cd-151f-465f-adac-4d82ef440dc1,"Челябинск, ул. Арзамасская 3-я, д. 13",4,55.186760956734,61.45632899727,22
